iucn_sid,sciname,common,subpop,habs,max_depth,cat,cat_score
187578,choerodon anchorago,orange-dotted tuskfish,NA,"12.2, 12.3, 13.1, 9.3, 9.4, 9.7, 9.8, 9.8.4, 9.8.5, 9.8.6, 9.9",< 200 m,lc,0
187579,clepticus africanus,NA,NA,"13.1, 9.2, 9.8",< 200 m,dd,NA
187580,cirrhilabrus pylei,blue-margin fairy-wrasse,NA,"9.3, 9.8",< 200 m,lc,0
187581,cirrhilabrus rubrisquamis,rosy-scales fairy wrasse,NA,"9.3, 9.8",< 200 m,dd,NA
187582,eupetrichthys angustipes,snake-skin wrasse,NA,"12.1, 9.2, 9.7, 9.9",< 200 m,lc,0
187583,bodianus cylindriatus,cylindrical hogfish,NA,"11.1, 11.1.1",deep oceanic,lc,0
187584,halichoeres poeyi,blackear wrasse,NA,"13.1, 9.2, 9.3, 9.7, 9.8, 9.9",< 200 m,lc,0
187585,halichoeres signifer,NA,NA,"9.2, 9.4, 9.8",< 200 m,dd,NA
187586,pseudojuloides atavai,polynesian slender wrasse,NA,"9.2, 9.7, 9.8",< 200 m,dd,NA
187587,bodianus diana,indian diana's hogfish,NA,9.8,< 200 m,lc,0
187588,suezichthys aylingi,crimson cleaner fish,NA,"9.2, 9.3",< 200 m,lc,0
187589,halichoeres iridis,rainbow wrasse,NA,9.8,< 200 m,lc,0
187590,cirrhilabrus sanguineus,NA,NA,"9.3, 9.8",< 200 m,lc,0
187591,pseudolabrus fuentesi,NA,NA,"12.6, 9.2, 9.7, 9.8",< 200 m,lc,0
187592,iniistius auropunctatus,NA,NA,9.4,< 200 m,lc,0
187593,choerodon paynei,NA,NA,9.8,< 200 m,dd,NA
187594,pseudocheilinops ataenia,pink-streaked wrasse,NA,"13.1, 9.3, 9.7, 9.8",< 200 m,lc,0
187595,symphodus caeruleus,NA,NA,9.2,< 200 m,lc,0
187596,cirrhilabrus balteatus,girdled wrasse,NA,"9.3, 9.7, 9.8",< 200 m,dd,NA
187597,bodianus rubrisos,NA,NA,"13.1, 9.1, 9.8",< 200 m,dd,NA
187598,halichoeres bicolor,pearly-spotted wrasse,NA,"9.3, 9.4, 9.5, 9.8",< 200 m,lc,0
187599,cirrhilabrus scottorum,scott's wrasse,NA,"9.3, 9.8",< 200 m,lc,0
187600,halichoeres nigrescens,white-button wrasse,NA,"12.2, 12.3, 13.1, 9.2, 9.7, 9.8, 9.9",< 200 m,lc,0
187601,thalassoma ballieui,old woman wrasse,NA,"9.2, 9.8",< 200 m,lc,0
187602,coris flavovittata,yellowstripe coris,NA,"9.4, 9.8, 9.8.5, 9.8.6",< 200 m,lc,0
187603,coris roseoviridis,red and green coris,NA,"9.3, 9.4",< 200 m,lc,0
187604,pteragogus enneacanthus,redstriped wrasse,NA,"9.5, 9.7, 9.8, 9.9",< 200 m,lc,0
187605,xyrichtys sanctaehelenae,yellow razorfish,NA,"9.3, 9.4",< 200 m,lc,0
187606,cirrhilabrus walshi,NA,NA,"9.3, 9.8",< 200 m,lc,0
187607,pseudojuloides erythrops,blue-head slender-wrasse,NA,"9.8, 9.8.6",< 200 m,lc,0
187608,halichoeres burekae,mardi gras wrasse,NA,"9.1, 9.2, 9.8",< 200 m,en,0.6
187609,cirrhilabrus lubbocki,lubbock's wrasse,NA,"9.3, 9.8",< 200 m,lc,0
187610,iniistius celebicus,bronzespot razorfish,NA,9.4,< 200 m,lc,0
187611,pseudocoris ocellata,NA,NA,"9.2, 9.8",< 200 m,dd,NA
187612,choerodon jordani,jordan's tuskfish,NA,"12.2, 12.3, 13.1, 9.4, 9.8, 9.8.6",< 200 m,lc,0
187613,decodon puellaris,red hogfish,NA,"13.1, 9.2",< 200 m,lc,0
187614,cirrhilabrus lunatus,crescent-tail wrasse,NA,"9.3, 9.8",< 200 m,lc,0
187615,decodon grandisquamis,largescale wrasse,NA,"9.2, 9.8",< 200 m,dd,NA
187616,halichoeres pelicieri,peliciers wrasse,NA,"9.2, 9.4",< 200 m,dd,NA
187617,thalassoma genivittatum,red-cheek wrasse,NA,"9.2, 9.8",< 200 m,lc,0
187618,cheilinus lunulatus,broomtail wrasse,NA,"9.2, 9.3, 9.8, 9.9",< 200 m,lc,0
187619,bodianus bathycapros,hawaiian pigfish,NA,"11.1, 11.1.1, 9.2",200 m +,lc,0
187620,labropsis manabei,tailblotch tubelip,NA,"13.1, 9.8",< 200 m,lc,0
187621,pseudocheilinus octotaenia,eightstripe wrasse,NA,"9.2, 9.3, 9.8",< 200 m,lc,0
187622,epibulus brevis,dwarf slingjaw wrasse,NA,"9.8, 9.8.4, 9.9",< 200 m,lc,0
187623,iniistius dea,black-spot tuskfish,NA,9.4,< 200 m,lc,0
187624,halichoeres chrysus,golden rainbow fish,NA,"9.8, 9.8.1, 9.8.3",< 200 m,lc,0
187625,pteragogus guttatus,white-barred sneaky-wrasse,NA,"9.3, 9.8",< 200 m,lc,0
187626,pseudojuloides cerasinus,long blue-lined wrasse,NA,"9.7, 9.8, 9.8.6",< 200 m,dd,NA
187627,hologymnosus rhodonotus,redback longface wrasse,NA,"9.3, 9.4, 9.8",< 200 m,lc,0
187628,coris debueni,easter island coris,NA,"12.6, 9.4, 9.8, 9.8.6",< 200 m,lc,0
187629,xyrichtys pastellus,pastel razorfish,NA,9.4,< 200 m,lc,0
187630,pictilabrus viridis,green senator wrasse,NA,"9.2, 9.7, 9.9",< 200 m,lc,0
187631,labrichthys unilineatus,tube-mouth wrasse,NA,"9.8, 9.8.3, 9.8.4",< 200 m,lc,0
187632,stethojulis albovittata,blue-lined wrasse,NA,"9.3, 9.8, 9.9",< 200 m,lc,0
187633,notolabrus gymnogenis,white spotted parrotfish,NA,"9.2, 9.7",< 200 m,lc,0
187634,halichoeres miniatus,circle-cheek wrasse,NA,"12.1, 9.2, 9.7",< 200 m,lc,0
187635,paracheilinus flavianalis,yellow-fin flasher-wrasse,NA,"9.10, 9.3, 9.8",< 200 m,lc,0
187636,cirrhilabrus temminckii,threadfin wrasse,NA,"9.3, 9.8",< 200 m,dd,NA
187638,bodianus bimaculatus,two-spot slender hogfish,NA,"9.2, 9.8",< 200 m,lc,0
187639,anampses lineatus,lined wrasse,NA,"9.8, 9.8.4",< 200 m,dd,NA
187640,coris cuvieri,false clownwrasse,NA,"9.3, 9.8, 9.8.3, 9.8.4, 9.8.6",< 200 m,lc,0
187641,pseudolabrus mortonii,rosy parrotfish,NA,"9.2, 9.7",< 200 m,lc,0
187642,pseudocoris aurantiofasciata,rust-banded wrasse,NA,"9.2, 9.8, 9.8.3",< 200 m,lc,0
187643,bodianus insularis,island hogfish,NA,"12.1, 9.3, 9.8, 9.8.6",< 200 m,lc,0
187644,cirrhilabrus lanceolatus,long-tailed wrasse,NA,"9.3, 9.8",< 200 m,lc,0
187645,pseudojuloides severnsi,black-hat slender wrasse,NA,"9.2, 9.8, 9.8.6",< 200 m,lc,0
187646,bodianus mesothorax,yellow-spotted hogfish,NA,9.8,< 200 m,lc,0
187647,choerodon melanostigma,NA,NA,"9.2, 9.4, 9.5",< 200 m,lc,0
187648,bodianus macrourus,spotted coral hogfish,NA,9.8,< 200 m,lc,0
187649,cheilinus oxycephalus,point-head maori wrasse,NA,"9.2, 9.7, 9.8, 9.8.6",< 200 m,lc,0
187650,bodianus flavipinnis,NA,NA,"13.1, 9.1",< 200 m,dd,NA
187651,pteragogus pelycus,sideburn wrasse,NA,9.9,< 200 m,lc,0
187652,thalassoma bifasciatum,bluehead wrasse,NA,"12.2, 9.3, 9.7, 9.8, 9.8.2, 9.9",< 200 m,lc,0
187653,symphodus roissali,five-spotted wrasse,NA,"9.2, 9.7, 9.9",< 200 m,lc,0
187654,labrus viridis,green wrasse,NA,"9.2, 9.7, 9.9",< 200 m,vu,0.4
187655,iniistius melanopus,high-spot razor wrasse,NA,"9.4, 9.5",< 200 m,lc,0
187656,paracheilinus angulatus,royal flasher-wrasse,NA,"9.2, 9.3, 9.8",< 200 m,lc,0
187657,iniistius griffithsi,griffiths’ razor fish,NA,9.4,< 200 m,lc,0
187658,pseudocheilinus evanidus,disappearing wrasse,NA,"13.1, 9.2, 9.3, 9.7",< 200 m,lc,0
187659,coris hewetti,hewett's coris,NA,"9.3, 9.4, 9.8",< 200 m,lc,0
187660,iniistius geisha,geisha wrasse,NA,"13.1, 9.4",< 200 m,dd,NA
187661,bodianus neilli,bay of bengal hogfish,NA,"9.2, 9.8, 9.8.4",< 200 m,lc,0
187662,notolabrus celidotus,spotty,NA,"12.1, 9.10, 9.2, 9.7, 9.9",< 200 m,lc,0
187663,coris musume,NA,NA,"9.2, 9.3, 9.8",< 200 m,lc,0
187664,coris formosa,queen coris,NA,"9.3, 9.4, 9.8, 9.8.6",< 200 m,lc,0
187665,notolabrus inscriptus,green wrasse,NA,"9.2, 9.7",< 200 m,lc,0
187666,pseudocheilinus dispilus,NA,NA,"9.2, 9.8",< 200 m,dd,NA
187667,macropharyngodon cyanoguttatus,bluespotted wrasse,NA,"9.3, 9.4",< 200 m,lc,0
187668,cirrhilabrus johnsoni,johnson's wrasse,NA,"9.5, 9.7",< 200 m,lc,0
187669,xyrichtys incandescens,razorfish,NA,"12.2, 12.3, 13.1, 9.4, 9.7, 9.8",< 200 m,lc,0
187670,xyrichtys splendens,green razorfish,NA,"9.3, 9.4, 9.8, 9.9",< 200 m,lc,0
187671,pseudolabrus gayi,NA,NA,9.2,< 200 m,lc,0
187672,bodianus rufus,spanish hogfish,NA,"9.2, 9.7, 9.8, 9.9",< 200 m,lc,0
187673,halichoeres hortulanus,checkerboard wrasse,NA,9.8,< 200 m,lc,0
187674,oxycheilinus unifasciatus,whiteband maori wrasse,NA,9.8,< 200 m,lc,0
187675,labropsis australis,southern tubelip,NA,"13.1, 9.8, 9.8.3, 9.8.4",< 200 m,lc,0
187676,frontilabrus caeruleus,NA,NA,"9.2, 9.8",< 200 m,dd,NA
187677,halichoeres melanurus,yellow-tailed wrasse,NA,"9.2, 9.8",< 200 m,lc,0
187678,lappanella fasciata,iris wrasse,NA,9.2,< 200 m,lc,0
187679,coris picta,banana wrasse,NA,"15.11, 9.2, 9.8",< 200 m,lc,0
187680,macropharyngodon geoffroy,geoffroy's wrasse,NA,"9.3, 9.4",< 200 m,lc,0
187681,cymolutes praetextatus,knife razorfish,NA,"9.2, 9.4, 9.7, 9.8, 9.9",< 200 m,lc,0
187682,cirrhilabrus morrisoni,NA,NA,"9.7, 9.8",< 200 m,lc,0
187683,bodianus macrognathos,giant hogfish,NA,"9.2, 9.7, 9.8",< 200 m,lc,0
187684,pteragogus flagellifer,cocktail wrasse,NA,"9.2, 9.3, 9.7, 9.8, 9.9",< 200 m,lc,0
187685,thalassoma lutescens,yellow-brown wrasse,NA,"9.2, 9.3, 9.8",< 200 m,lc,0
187686,xyrichtys sciistius,NA,NA,9.4,< 200 m,dd,NA
187687,halichoeres chlorocephalus,NA,NA,"9.8, 9.8.5",< 200 m,lc,0
187688,pseudocoris heteroptera,torpedo wrasse,NA,"9.3, 9.4, 9.8",< 200 m,lc,0
187689,stethojulis trilineata,three-lined rainbowfish,NA,9.8,< 200 m,lc,0
187690,bodianus leucosticticus,lined hogfish,NA,"13.1, 9.8",< 200 m,lc,0
187691,halichoeres lapillus,jewelled wrasse,NA,"9.3, 9.7, 9.9",< 200 m,lc,0
187692,macropharyngodon meleagris,blackspotted wrasse,NA,"9.4, 9.8, 9.8.4, 9.8.6",< 200 m,lc,0
187693,thalassoma nigrofasciatum,black-barred wrasse,NA,"12.6, 9.2, 9.8",< 200 m,lc,0
187694,halichoeres melanochir,orange-fin wrasse,NA,9.8,< 200 m,lc,0
187695,halichoeres rubricephalus,red-head wrasse,NA,9.8,< 200 m,dd,NA
187696,xyrichtys novacula,cleaver wrasse,NA,"9.2, 9.3, 9.4, 9.8, 9.9",< 200 m,lc,0
187697,bodianus masudai,NA,NA,"9.2, 9.8",< 200 m,lc,0
187698,hologymnosus annulatus,narrow-banded rainbowfish,NA,"13.1, 9.3, 9.4, 9.8",< 200 m,lc,0
187699,halichoeres claudia,NA,NA,"9.8, 9.8.3, 9.8.4",< 200 m,lc,0
187700,decodon pacificus,ten-tooth wrasse,NA,"13.1, 9.3, 9.4",< 200 m,dd,NA
187701,xenojulis margaritaceus,pearly rainbowfish,NA,"9.2, 9.7, 9.8",< 200 m,lc,0
187702,labropsis alleni,frosty-tail wrasse,NA,9.8,< 200 m,lc,0
187703,halichoeres bathyphilus,greenband wrasse,NA,"9.2, 9.8",< 200 m,lc,0
187704,cirrhilabrus claire,NA,NA,"9.3, 9.8",< 200 m,lc,0
187705,iniistius pavo,indianfish blue razorfish,NA,"9.4, 9.8",< 200 m,lc,0
187706,cirrhilabrus blatteus,purple-boned wrasse,NA,"13.1, 9.3, 9.8",< 200 m,lc,0
187707,thalassoma trilobatum,green-blocked wrasse,NA,"9.2, 9.7, 9.8, 9.9",< 200 m,lc,0
187708,cirrhilabrus katoi,NA,NA,"9.2, 9.3, 9.8",< 200 m,lc,0
187709,oxyjulis californica,señorita californiana,NA,"9.2, 9.7",< 200 m,lc,0
187710,anampses geographicus,geographic wrasse,NA,"9.2, 9.3, 9.4, 9.8",< 200 m,lc,0
187711,thalassoma duperrey,saddle-back wrasse,NA,"12.2, 12.3, 13.1, 9.2, 9.3, 9.7, 9.8, 9.9",< 200 m,lc,0
187712,iniistius verrens,NA,NA,9.4,< 200 m,lc,0
187713,pseudodax moluccanus,chisel-tooth wrasse,NA,"9.2, 9.8",< 200 m,lc,0
187714,symphodus cinereus,grey wrasse,NA,"9.2, 9.4, 9.9",< 200 m,lc,0
187715,bodianus anthioides,lyre-tail hogfish,NA,"9.2, 9.8",< 200 m,lc,0
187716,anampses caeruleopunctatus,bluespotted wrasse,NA,"12.2, 12.3, 13.1, 9.2, 9.7, 9.8, 9.9",< 200 m,lc,0
187717,cirrhilabrus filamentosus,whip-fin wrasse,NA,"12.4, 13.1, 9.1, 9.10, 9.3, 9.8",< 200 m,dd,NA
187718,oxycheilinus arenatus,thin-line maori wrasse,NA,"9.2, 9.8",< 200 m,lc,0
187719,clepticus brasiliensis,NA,NA,"13.1, 9.2, 9.8",< 200 m,lc,0
187720,choerodon sugillatum,wedge-tailed tuskfish,NA,"12.2, 12.3, 9.3, 9.4, 9.7, 9.9",< 200 m,lc,0
187721,bodianus izuensis,NA,NA,"9.2, 9.7, 9.9",< 200 m,dd,NA
187722,epibulus insidiator,sling-jaw wrasse,NA,"9.2, 9.8",< 200 m,lc,0
187723,anampses meleagrides,spotted wrasse,NA,"9.2, 9.3, 9.8",< 200 m,lc,0
187724,halichoeres garnoti,yellowhead wrasse,NA,"13.1, 9.8",< 200 m,lc,0
187725,polylepion cruentum,bleeding wrasse,NA,"9.2, 9.4, 9.5",< 200 m,dd,NA
187726,cirrhilabrus rubriventralis,socia fairy wrasse,NA,"9.3, 9.8",< 200 m,lc,0
187727,iniistius bimaculatus,two-spot razorfish,NA,9.4,< 200 m,lc,0
187728,labropsis micronesica,micronesian wrasse,NA,9.8,< 200 m,lc,0
187729,coris aurilineata,yellow-lined rainbow wrasse,NA,"9.2, 9.3, 9.7, 9.8",< 200 m,lc,0
187730,stethojulis notialis,NA,NA,"9.3, 9.7",< 200 m,lc,0
187731,iniistius baldwini,baldwin's razorfish,NA,9.4,< 200 m,lc,0
187732,halichoeres brasiliensis,brazilian wrasse,NA,"12.6, 9.2, 9.8, 9.9",< 200 m,dd,NA
187733,thalassoma quinquevittatum,five striped surge wrasse,NA,"9.2, 9.7, 9.8",< 200 m,lc,0
187734,choerodon venustus,venus tuskfish,NA,"9.8, 9.8.6",< 200 m,lc,0
187735,oxycheilinus mentalis,mental wrasse,NA,"9.2, 9.8",< 200 m,lc,0
187736,halichoeres radiatus,puddingwife wrasse,NA,"13.1, 9.2, 9.8",< 200 m,lc,0
187737,oxycheilinus lineatus,NA,NA,"13.1, 9.2, 9.8",< 200 m,lc,0
187738,stethojulis terina,NA,NA,"9.3, 9.4, 9.8",< 200 m,lc,0
187739,cheilinus fasciatus,scarlet-breasted maori wrasse,NA,"12.2, 12.3, 13.1, 9.2, 9.7, 9.8, 9.8.6, 9.9",< 200 m,lc,0
187740,pseudocheilinus tetrataenia,four-lined wrasse,NA,"9.3, 9.8",< 200 m,lc,0
187741,pseudocheilinus citrinus,NA,NA,"13.1, 9.2, 9.8",< 200 m,lc,0
187742,cirrhilabrus beauperryi,beau's wrasse,NA,"9.3, 9.8",< 200 m,lc,0
187743,labropsis polynesica,NA,NA,9.8,< 200 m,lc,0
187744,bodianus loxozonus,blackfin hogfish,NA,"9.2, 9.8",< 200 m,lc,0
187745,xyrichtys blanchardi,marmalade razorfish,NA,"12.2, 13.1, 9.2, 9.4",< 200 m,lc,0
187746,thalassoma purpureum,purple wrasse,NA,"9.2, 9.8",< 200 m,lc,0
187747,choerodon robustus,robust tuskfish,NA,"9.2, 9.8",< 200 m,lc,0
187748,symphodus melops,corkwing wrasse,NA,"9.2, 9.7, 9.9",< 200 m,lc,0
187749,leptojulis chrysotaenia,ocre-band wrasse,NA,"9.5, 9.8, 9.8.6",< 200 m,lc,0
187750,halichoeres trispilus,threespot wrasse,NA,"9.2, 9.4, 9.8",< 200 m,lc,0
187751,ctenolabrus rupestris,goldsinny wrasse,NA,"9.2, 9.7",< 200 m,lc,0
187752,coris julis,mediterranean rainbow wrasse,NA,"9.2, 9.3, 9.9",< 200 m,lc,0
187753,bodianus trilineatus,fourline hogfish,NA,"13.1, 9.8",< 200 m,lc,0
187754,cymolutes lecluse,sharp-headed wrasse,NA,"9.4, 9.8, 9.8.4",< 200 m,lc,0
187755,labroides rubrolabiatus,redlip cleaner wrasse,NA,9.8,< 200 m,lc,0
187756,symphodus melanocercus,blacktailed wrasse,NA,"9.2, 9.7, 9.9",< 200 m,lc,0
187757,paracheilinus nursalim,NA,NA,"9.3, 9.8",< 200 m,lc,0
187758,anampses cuvier,pearl wrasse,NA,"9.2, 9.3, 9.8",< 200 m,lc,0
187759,anampses neoguinaicus,black-banded wrasse,NA,"9.2, 9.3, 9.4, 9.8",< 200 m,lc,0
187760,malapterus reticulatus,NA,NA,"13.1, 9.2",< 200 m,dd,NA
187761,halichoeres brownfieldi,brownfields wrasse,NA,"9.2, 9.7, 9.8, 9.9",< 200 m,lc,0
187762,oxycheilinus celebicus,slender maori wrasse,NA,"9.2, 9.8",< 200 m,lc,0
187763,novaculichthys macrolepidotus,green-banner wrasse,NA,"12.7, 9.7, 9.8, 9.9",< 200 m,lc,0
187764,coris auricularis,western king wrasse,NA,"12.2, 9.2, 9.4, 9.7, 9.8",< 200 m,lc,0
187765,paracheilinus bellae,bell's flasher,NA,"9.7, 9.8, 9.9",< 200 m,lc,0
187766,halichoeres kallochroma,pink-snouted wrasse,NA,"9.3, 9.9",< 200 m,lc,0
187767,labroides bicolor,two-colour cleaner wrasse,NA,9.8,< 200 m,lc,0
187768,macropharyngodon ornatus,ornate leopard wrasse,NA,"9.3, 9.4, 9.8, 9.8.3, 9.8.4",< 200 m,lc,0
187769,cirrhilabrus punctatus,dotted wrasse,NA,"9.3, 9.8",< 200 m,lc,0
187770,cirrhilabrus walindi,NA,NA,"9.3, 9.8",< 200 m,lc,0
187771,halichoeres penrosei,NA,NA,"13.1, 9.8",< 200 m,lc,0
187772,macropharyngodon negrosensis,yellowspotted wrasse,NA,"9.3, 9.4",< 200 m,lc,0
187773,coris sandeyeri,eastern king wrasse,NA,"12.2, 9.2, 9.4, 9.8, 9.8.4, 9.8.6",< 200 m,lc,0
187774,pseudojuloides pyrius,fiery slender wrasse,NA,"9.2, 9.3, 9.8, 9.8.6",< 200 m,lc,0
187775,symphodus doderleini,rouquié,NA,"9.2, 9.9",< 200 m,lc,0
187776,pseudojuloides xanthomos,yellow slender wrasse,NA,9.8,< 200 m,dd,NA
187777,polylepion russelli,yellowstriped hogfish,NA,9.2,< 200 m,lc,0
187778,suezichthys russelli,russell’s slender wrasse,NA,"12.2, 9.2, 9.8",< 200 m,dd,NA
187779,thalassoma hebraicum,goldbar wrasse,NA,"9.2, 9.8",< 200 m,lc,0
187780,thalassoma jansenii,jansen's wrasse,NA,"9.3, 9.8",< 200 m,lc,0
187781,bodianus perditio,golden-spot hogfish,NA,"9.2, 9.3, 9.8",< 200 m,lc,0
187782,xyrichtys halsteadi,halstead's razorfish,NA,"12.2, 9.3, 9.4",< 200 m,lc,0
187783,halichoeres hartzfeldii,orange-line wrasse,NA,"9.3, 9.8, 9.8.4, 9.8.6",< 200 m,lc,0
187784,anampses twistii,yellowbreasted wrasse,NA,"9.2, 9.3, 9.4, 9.8",< 200 m,lc,0
187785,coris venusta,elegant coris,NA,"9.3, 9.4, 9.7",< 200 m,lc,0
187786,halichoeres pallidus,pale wrasse,NA,9.8,< 200 m,lc,0
187787,thalassoma noronhanum,noronha wrasse,NA,"12.6, 9.2, 9.7, 9.8, 9.8.3",< 200 m,lc,0
187788,cirrhilabrus joanallenae,pulauweh wrasse,NA,"9.3, 9.4, 9.8",< 200 m,dd,NA
187789,pseudocoris aequalis,NA,NA,"9.3, 9.8",< 200 m,dd,NA
187790,halichoeres leptotaenia,thinstripe wrasse,NA,"9.2, 9.3, 9.4, 9.8",< 200 m,lc,0
187791,paracheilinus rubricaudalis,NA,NA,"9.2, 9.3, 9.5",< 200 m,lc,0
187792,coris centralis,NA,NA,"9.3, 9.4, 9.8, 9.8.4, 9.8.5",< 200 m,lc,0
187793,macropharyngodon moyeri,NA,NA,"9.2, 9.3, 9.7",< 200 m,lc,0
187794,choerodon monostigma,dark-spot tuskfish,NA,"9.4, 9.7, 9.9",< 200 m,lc,0
187795,pteragogus taeniops,cheekbar wrasse,NA,"9.2, 9.7, 9.8, 9.9",< 200 m,lc,0
187796,ammolabrus dicrus,sand wrasse,NA,"12.2, 12.3, 13.1, 9.2, 9.4",< 200 m,lc,0
187797,leptojulis cyanopleura,shoulder-spot wrasse,NA,9.3,< 200 m,lc,0
187798,cirrhilabrus adornatus,red-fin fairy wrasse,NA,"9.3, 9.4, 9.8",< 200 m,lc,0
187799,stethojulis balteata,orange band wrasse,NA,9.8,< 200 m,lc,0
187800,notolabrus fucicola,yellow-saddled wrasse,NA,"12.1, 9.2, 9.7, 9.9",< 200 m,lc,0
187801,cirrhilabrus rubrimarginatus,red margin fairy wrasse,NA,"9.2, 9.3, 9.8",< 200 m,lc,0
187802,coris aygula,false clownwrasse,NA,"9.2, 9.3, 9.4, 9.8",< 200 m,lc,0
187803,centrolabrus exoletus,rock cook,NA,"9.2, 9.9",< 200 m,lc,0
187804,bodianus oxycephalus,NA,NA,"9.2, 9.8",< 200 m,dd,NA
187805,symphodus tinca,east atlantic peacock wrasse,NA,"9.2, 9.7, 9.9",< 200 m,lc,0
187806,macropharyngodon vivienae,madagascar wrasse,NA,"9.3, 9.4",< 200 m,lc,0
187807,bodianus flavifrons,NA,NA,"13.1, 9.1",< 200 m,lc,0
187808,anampses femininus,blue-striped orange tamarin,NA,"9.2, 9.3, 9.4, 9.8",< 200 m,lc,0
187809,xiphocheilus typus,blue-toothed tuskfish,NA,"9.4, 9.5",< 200 m,lc,0
187810,halichoeres chloropterus,black-blotched wrasse,NA,"9.3, 9.8, 9.8.6",< 200 m,lc,0
187811,anampses viridis,NA,NA,"9.2, 9.8",< 200 m,dd,NA
187812,bodianus unimaculatus,red pigfish,NA,"9.2, 9.7, 9.8",< 200 m,lc,0
187813,suezichthys arquatus,rainbow slender wrasse,NA,"9.10, 9.2, 9.3, 9.7",< 200 m,lc,0
187814,iniistius jacksonensis,keel-headed parrotfish,NA,"9.3, 9.4",< 200 m,lc,0
187815,leptojulis polylepis,black-spot v-wrasse,NA,"9.3, 9.4, 9.5",< 200 m,lc,0
187874,stenogobius ophthalmoporus,NA,NA,"12.7, 9.10",< 200 m,lc,0
187905,pseudobagarius similis,NA,NA,9.10,< 200 m,lc,0
187935,terapon theraps,largescaled terapon,NA,"10.1, 9.10, 9.8",200 m +,lc,0
187944,tenualosa toli,toli shad,NA,9.10,< 200 m,vu,0.4
187987,eugnathogobius illotus,NA,NA,"12.7, 9.10",< 200 m,lc,0
188016,brachygobius xanthozonus,bumblebee fish,NA,"12.7, 9.10",< 200 m,dd,NA
188021,stigmatogobius sella,NA,NA,"12.7, 9.8",< 200 m,lc,0
188065,syngnathus schlegeli,seaweed pipefish,NA,9.10,< 200 m,lc,0
188101,ophiocara porocephala,spangled gudgeon,NA,"12.6, 12.7, 9.10",< 200 m,lc,0
188113,ponticola eurycephalus,ginger goby,NA,9.10,< 200 m,lc,0
188304,abudefduf abdominalis,green damselfish,NA,"9.2, 9.8, 9.8.2, 9.8.3, 9.8.6",< 200 m,lc,0
188315,chromis enchrysura,yellowtail reeffish,NA,"9.2, 9.8, 9.8.1, 9.8.3",< 200 m,lc,0
188318,chromis dimidiata,half-and-half chromis,NA,"9.2, 9.8, 9.8.1, 9.8.3, 9.8.4",< 200 m,lc,0
188319,neopomacentrus aquadulcis,sweetwater demoiselle,NA,9.10,< 200 m,en,0.6
188320,amphiprion bicinctus,twoband anemonefish (fb),NA,"9.8, 9.8.1, 9.8.3, 9.8.4",< 200 m,lc,0
188324,chromis chromis,damselfish,NA,9.2,< 200 m,lc,0
188326,chromis cinerascens,green chromis,NA,"9.2, 9.5, 9.8, 9.8.3, 9.8.5, 9.8.6",< 200 m,lc,0
188327,chromis flavipectoralis,white-fined puller,NA,"9.8, 9.8.1, 9.8.3",< 200 m,lc,0
188340,amphiprion perideraion,false skunk striped anemonefish,NA,"9.8, 9.8.2, 9.8.3, 9.8.4",< 200 m,lc,0
188343,amblyglyphidodon curacao,black-snouted sergeant-major,NA,"9.8, 9.8.2, 9.8.3, 9.8.4",< 200 m,lc,0
188344,amphiprion omanensis,oman anemonefish,NA,"9.8, 9.8.2, 9.8.4",< 200 m,lc,0
188348,amphiprion rubrocinctus,redgirdled anemonefish,NA,"9.8, 9.8.2, 9.8.3, 9.8.4",< 200 m,lc,0
188352,chromis cadenati,cadenat's chromis,NA,9.2,< 200 m,lc,0
188366,chromis caudalis,blue-axil chromis,NA,"9.8, 9.8.3, 9.8.6",< 200 m,lc,0
188368,abudefduf margariteus,pearly sergeant,NA,"9.8, 9.8.1, 9.8.3",< 200 m,dd,NA
188369,chromis hypsilepis,one spot demoiselle,NA,9.2,< 200 m,lc,0
188371,abudefduf lorenzi,black-tailed sergeant-major,NA,"12.1, 12.2, 12.3, 9.8",< 200 m,lc,0
188372,amphiprion percula,blackfinned clownfish,NA,"9.8, 9.8.2, 9.8.3, 9.8.4",< 200 m,lc,0
188376,chromis lubbocki,lubbock's chromis,NA,9.2,< 200 m,lc,0
188382,chromis analis,yellow chromis,NA,"9.8, 9.8.1, 9.8.2, 9.8.3, 9.8.6",< 200 m,lc,0
188390,abudefduf conformis,NA,NA,"9.2, 9.8",< 200 m,lc,0
188397,altrichthys curatus,NA,NA,9.8,< 200 m,vu,0.4
188398,chromis amboinensis,ambon chromis,NA,"9.8, 9.8.1, 9.8.3, 9.8.4",< 200 m,lc,0
188401,abudefduf sparoides,false-eye sergeant,NA,"9.2, 9.8, 9.8.1, 9.8.2, 9.8.3, 9.8.4",< 200 m,lc,0
188409,chromis fatuhivae,NA,NA,9.2,< 200 m,lc,0
188414,chromis dispilus,demoiselle,NA,9.2,< 200 m,lc,0
188419,abudefduf luridus,canary damsel,NA,9.2,< 200 m,lc,0
188423,chromis alleni,allen's chromis,NA,"9.2, 9.8, 9.8.1, 9.8.3",< 200 m,lc,0
188425,chrysiptera unimaculata,one-spot demoiselle,NA,"9.2, 9.8, 9.8.4",< 200 m,lc,0
188426,amblypomacentrus clarus,NA,NA,"9.8, 9.8.4, 9.8.5",< 200 m,lc,0
